,timestamp,adjclose,close,high,low,volume,open
0,2018-07-30 13:30:00,58.034000396728516,58.034000396728516,59.220001220703125,57.22600173950195,34070500,59.18000030517578
1,2018-07-31 13:30:00,59.62799835205078,59.62799835205078,59.66400146484375,57.81399917602539,25384500,58.45000076293945
2,2018-08-01 13:30:00,60.167999267578125,60.167999267578125,60.599998474121094,58.599998474121094,50647000,59.597999572753906
3,2018-08-02 13:30:00,69.90799713134766,69.90799713134766,69.99800109863281,64.63200378417969,116075000,65.68800354003906
4,2018-08-03 13:30:00,69.63400268554688,69.63400268554688,71.0,68.50599670410156,68282500,69.56199645996094
5,2018-08-06 13:30:00,68.39800262451172,68.39800262451172,70.99600219726562,68.36399841308594,42821500,69.09200286865234
6,2018-08-07 13:30:00,75.91400146484375,75.91400146484375,77.49199676513672,67.83000183105469,154379000,68.76799774169922
7,2018-08-08 13:30:00,74.06800079345703,74.06800079345703,76.52799987792969,73.42400360107422,122856000,73.81800079345703
8,2018-08-09 13:30:00,70.48999786376953,70.48999786376953,73.4020004272461,69.14600372314453,85919000,73.11000061035156
9,2018-08-10 13:30:00,71.0979995727539,71.0979995727539,72.0,69.19999694824219,57760000,70.80000305175781
10,2018-08-13 13:30:00,71.28199768066406,71.28199768066406,72.63800048828125,69.80400085449219,52319500,72.22599792480469
11,2018-08-14 13:30:00,69.52799987792969,69.52799987792969,71.83999633789062,69.41999816894531,34932000,71.69000244140625
12,2018-08-15 13:30:00,67.73799896240234,67.73799896240234,68.89800262451172,66.4280014038086,45506500,68.38200378417969
13,2018-08-16 13:30:00,67.08999633789062,67.08999633789062,68.45600128173828,66.76399993896484,30320000,67.98200225830078
14,2018-08-17 13:30:00,61.099998474121094,61.099998474121094,65.35399627685547,60.70600128173828,94793000,64.69999694824219
15,2018-08-20 13:30:00,61.6879997253418,61.6879997253418,61.70000076293945,57.63999938964844,87011500,58.34000015258789
16,2018-08-21 13:30:00,64.37999725341797,64.37999725341797,64.95800018310547,61.79999923706055,65861000,62.12200164794922
17,2018-08-22 13:30:00,64.3280029296875,64.3280029296875,64.7760009765625,62.933998107910156,29730000,64.17400360107422
18,2018-08-23 13:30:00,64.0199966430664,64.0199966430664,65.46399688720703,63.619998931884766,25736500,63.827999114990234
19,2018-08-24 13:30:00,64.56400299072266,64.56400299072266,64.7699966430664,63.880001068115234,18013000,64.13999938964844
20,2018-08-27 13:30:00,63.854000091552734,63.854000091552734,64.48799896240234,61.762001037597656,65396500,63.599998474121094
21,2018-08-28 13:30:00,62.37200164794922,62.37200164794922,63.7760009765625,62.237998962402344,38245500,63.68199920654297
22,2018-08-29 13:30:00,61.00199890136719,61.00199890136719,62.369998931884766,60.737998962402344,37237000,62.05400085449219
23,2018-08-30 13:30:00,60.630001068115234,60.630001068115234,60.91999816894531,59.54399871826172,36083500,60.45199966430664
24,2018-08-31 13:30:00,60.332000732421875,60.332000732421875,61.0620002746582,59.720001220703125,26875500,60.400001525878906
25,2018-09-04 13:30:00,57.790000915527344,57.790000915527344,59.63800048828125,57.599998474121094,41752500,59.38800048828125
26,2018-09-05 13:30:00,56.14799880981445,56.14799880981445,57.35599899291992,55.43600082397461,38604000,57.0099983215332
27,2018-09-06 13:30:00,56.189998626708984,56.189998626708984,58.23400115966797,55.7760009765625,37404000,56.959999084472656
28,2018-09-07 13:30:00,52.64799880981445,52.64799880981445,53.66999816894531,50.45000076293945,112459500,52.02000045776367
29,2018-09-10 13:30:00,57.099998474121094,57.099998474121094,57.20600128173828,54.20000076293945,71417500,54.652000427246094
30,2018-09-11 13:30:00,55.88800048828125,55.88800048828125,56.400001525878906,54.709999084472656,45850000,55.89400100708008
31,2018-09-12 13:30:00,58.108001708984375,58.108001708984375,58.5,55.72999954223633,50077000,56.28799819946289
32,2018-09-13 13:30:00,57.891998291015625,57.891998291015625,59.0,57.0359992980957,31701500,57.604000091552734
33,2018-09-14 13:30:00,59.040000915527344,59.040000915527344,59.465999603271484,57.30400085449219,33828000,57.75199890136719
34,2018-09-17 13:30:00,58.96799850463867,58.96799850463867,60.17399978637695,57.625999450683594,34438000,58.007999420166016
35,2018-09-18 13:30:00,56.992000579833984,56.992000579833984,60.52799987792969,55.099998474121094,82737500,59.3380012512207
36,2018-09-19 13:30:00,59.80400085449219,59.80400085449219,60.0,56.099998474121094,41474500,56.10200119018555
37,2018-09-20 13:30:00,59.66600036621094,59.66600036621094,61.19599914550781,58.66600036621094,36747000,60.71200180053711
38,2018-09-21 13:30:00,59.81999969482422,59.81999969482422,60.11600112915039,59.07400131225586,25252500,59.540000915527344
39,2018-09-24 13:30:00,59.93600082397461,59.93600082397461,60.599998474121094,58.715999603271484,24215000,59.69599914550781
40,2018-09-25 13:30:00,60.198001861572266,60.198001861572266,60.91999816894531,59.29999923706055,22408500,60.0
41,2018-09-26 13:30:00,61.91600036621094,61.91600036621094,62.77799987792969,60.22200012207031,39216000,60.38199996948242
42,2018-09-27 13:30:00,61.50400161743164,61.50400161743164,62.992000579833984,61.38199996948242,42545500,62.58000183105469
43,2018-09-28 13:30:00,52.95399856567383,52.95399856567383,55.599998474121094,52.11199951171875,168248500,54.051998138427734
44,2018-10-01 13:30:00,62.13999938964844,62.13999938964844,62.28799819946289,60.209999084472656,108888000,61.15399932861328
45,2018-10-02 13:30:00,60.20399856567383,60.20399856567383,63.36800003051758,59.83000183105469,58717500,62.790000915527344
46,2018-10-03 13:30:00,58.959999084472656,58.959999084472656,60.91999816894531,58.31399917602539,39975000,60.66600036621094
47,2018-10-04 13:30:00,56.36600112915039,56.36600112915039,58.79999923706055,55.534000396728516,49071000,58.790000915527344
48,2018-10-05 13:30:00,52.38999938964844,52.38999938964844,54.97600173950195,52.0,89722500,54.93000030517578
49,2018-10-08 13:30:00,50.11199951171875,50.11199951171875,53.551998138427734,49.79999923706055,67363500,52.90399932861328
50,2018-10-09 13:30:00,52.560001373291016,52.560001373291016,53.354000091552734,50.65999984741211,60303000,51.04999923706055
51,2018-10-10 13:30:00,51.375999450683594,51.375999450683594,53.10200119018555,49.55400085449219,64076500,52.922000885009766
52,2018-10-11 13:30:00,50.44599914550781,50.44599914550781,52.45000076293945,49.805999755859375,40838500,51.50600051879883
53,2018-10-12 13:30:00,51.75600051879883,51.75600051879883,52.39799880981445,50.402000427246094,36007000,52.20000076293945
54,2018-10-15 13:30:00,51.917999267578125,51.917999267578125,52.65599822998047,50.90800094604492,31000000,51.8120002746582
55,2018-10-16 13:30:00,55.31800079345703,55.31800079345703,55.47600173950195,52.448001861572266,47632000,53.13999938964844
56,2018-10-17 13:30:00,54.35599899291992,54.35599899291992,56.540000915527344,53.15999984741211,43277500,56.47999954223633
57,2018-10-18 13:30:00,52.78200149536133,52.78200149536133,54.20000076293945,52.599998474121094,27106000,53.858001708984375
58,2018-10-19 13:30:00,52.0,52.0,53.93199920654297,50.70000076293945,46877500,53.47800064086914
59,2018-10-22 13:30:00,52.189998626708984,52.189998626708984,52.37200164794922,50.518001556396484,28001500,52.13600158691406
60,2018-10-23 13:30:00,58.827999114990234,58.827999114990234,59.58599853515625,52.41999816894531,95139000,52.77399826049805
61,2018-10-24 13:30:00,57.70000076293945,57.70000076293945,60.88800048828125,57.145999908447266,100291500,60.209999084472656
