,timestamp,adjclose,volume,low,open,close,high
0,2016-07-25 13:30:00,22.733386993408203,161531600,24.229999542236328,24.5625,24.334999084472656,24.709999084472656
1,2016-07-26 13:30:00,22.57691764831543,224959200,24.104999542236328,24.204999923706055,24.167499542236328,24.49250030517578
2,2016-07-27 13:30:00,24.043582916259766,369379200,25.6875,26.0674991607666,25.737499237060547,26.087499618530273
3,2016-07-28 13:30:00,24.368213653564453,159479200,25.704999923706055,25.707500457763672,26.084999084472656,26.112499237060547
4,2016-07-29 13:30:00,24.33785057067871,110934800,25.920000076293945,26.047500610351562,26.052499771118164,26.137500762939453
5,2016-08-01 13:30:00,24.767578125,152671600,26.102500915527344,26.102500915527344,26.512500762939453,26.537500381469727
6,2016-08-02 13:30:00,24.40091323852539,135266400,26.0,26.512500762939453,26.1200008392334,26.517499923706055
7,2016-08-03 13:30:00,24.70685386657715,120810400,26.1924991607666,26.202499389648438,26.447500228881836,26.459999084472656
8,2016-08-04 13:30:00,24.859487533569336,109634800,26.31999969482422,26.395000457763672,26.467500686645508,26.5
9,2016-08-05 13:30:00,25.237529754638672,162213600,26.545000076293945,26.5674991607666,26.8700008392334,26.912500381469727
10,2016-08-08 13:30:00,25.446508407592773,112148800,26.790000915527344,26.8799991607666,27.092500686645508,27.092500686645508
11,2016-08-09 13:30:00,25.549829483032227,105260800,27.002500534057617,27.0575008392334,27.202499389648438,27.235000610351562
12,2016-08-10 13:30:00,25.35963249206543,96034000,26.940000534057617,27.177499771118164,27.0,27.225000381469727
13,2016-08-11 13:30:00,25.343191146850586,109938000,26.962499618530273,27.1299991607666,26.982500076293945,27.232500076293945
14,2016-08-12 13:30:00,25.40189552307129,74641600,26.94499969482422,26.94499969482422,27.045000076293945,27.110000610351562
15,2016-08-15 13:30:00,25.707157135009766,103472800,27.020000457763672,27.03499984741211,27.3700008392334,27.385000228881836
16,2016-08-16 13:30:00,25.68366813659668,135177600,27.302499771118164,27.407499313354492,27.344999313354492,27.5575008392334
17,2016-08-17 13:30:00,25.646102905273438,101424000,27.084999084472656,27.274999618530273,27.30500030517578,27.342500686645508
18,2016-08-18 13:30:00,25.61322784423828,87938800,27.2549991607666,27.3075008392334,27.270000457763672,27.399999618530273
19,2016-08-19 13:30:00,25.67897605895996,101472400,27.09000015258789,27.1924991607666,27.34000015258789,27.422500610351562
20,2016-08-22 13:30:00,25.479387283325195,103280800,26.962499618530273,27.21500015258789,27.127500534057617,27.274999618530273
21,2016-08-23 13:30:00,25.559221267700195,85030800,27.13249969482422,27.147499084472656,27.212499618530273,27.329999923706055
22,2016-08-24 13:30:00,25.36667823791504,94700400,26.920000076293945,27.142499923706055,27.00749969482422,27.1875
23,2016-08-25 13:30:00,25.2586612701416,100344800,26.670000076293945,26.84749984741211,26.892499923706055,26.969999313354492
24,2016-08-26 13:30:00,25.110729217529297,111065200,26.577499389648438,26.852500915527344,26.735000610351562,26.987499237060547
25,2016-08-29 13:30:00,25.08255386352539,99881200,26.572500228881836,26.655000686645508,26.704999923706055,26.860000610351562
26,2016-08-30 13:30:00,24.890010833740234,99455600,26.375,26.450000762939453,26.5,26.625
27,2016-08-31 13:30:00,24.913488388061523,118649600,26.40999984741211,26.415000915527344,26.524999618530273,26.642499923706055
28,2016-09-01 13:30:00,25.061424255371094,106806000,26.405000686645508,26.53499984741211,26.6825008392334,26.700000762939453
29,2016-09-02 13:30:00,25.296234130859375,107210000,26.704999923706055,26.924999237060547,26.9325008392334,27.0
30,2016-09-06 13:30:00,25.2891902923584,107521600,26.877500534057617,26.975000381469727,26.924999237060547,27.075000762939453
31,2016-09-07 13:30:00,25.444162368774414,169457200,26.767499923706055,26.957500457763672,27.09000015258789,27.190000534057617
32,2016-09-08 13:30:00,24.777297973632812,212008000,26.309999465942383,26.8125,26.3799991607666,26.8174991607666
33,2016-09-09 13:30:00,24.21609878540039,186228000,25.782499313354492,26.15999984741211,25.782499313354492,26.43000030517578
