,timestamp,adjclose,volume,open,high,low,close
0,2018-07-30 13:30:00,58.034000396728516,34070500,59.18000030517578,59.220001220703125,57.22600173950195,58.034000396728516
1,2018-07-31 13:30:00,59.62799835205078,25384500,58.45000076293945,59.66400146484375,57.81399917602539,59.62799835205078
2,2018-08-01 13:30:00,60.167999267578125,50647000,59.597999572753906,60.599998474121094,58.599998474121094,60.167999267578125
3,2018-08-02 13:30:00,69.90799713134766,116075000,65.68800354003906,69.99800109863281,64.63200378417969,69.90799713134766
4,2018-08-03 13:30:00,69.63400268554688,68282500,69.56199645996094,71.0,68.50599670410156,69.63400268554688
5,2018-08-06 13:30:00,68.39800262451172,42821500,69.09200286865234,70.99600219726562,68.36399841308594,68.39800262451172
6,2018-08-07 13:30:00,75.91400146484375,154379000,68.76799774169922,77.49199676513672,67.83000183105469,75.91400146484375
7,2018-08-08 13:30:00,74.06800079345703,122856000,73.81800079345703,76.52799987792969,73.42400360107422,74.06800079345703
8,2018-08-09 13:30:00,70.48999786376953,85919000,73.11000061035156,73.4020004272461,69.14600372314453,70.48999786376953
9,2018-08-10 13:30:00,71.0979995727539,57760000,70.80000305175781,72.0,69.19999694824219,71.0979995727539
10,2018-08-13 13:30:00,71.28199768066406,52319500,72.22599792480469,72.63800048828125,69.80400085449219,71.28199768066406
11,2018-08-14 13:30:00,69.52799987792969,34932000,71.69000244140625,71.83999633789062,69.41999816894531,69.52799987792969
12,2018-08-15 13:30:00,67.73799896240234,45506500,68.38200378417969,68.89800262451172,66.4280014038086,67.73799896240234
13,2018-08-16 13:30:00,67.08999633789062,30320000,67.98200225830078,68.45600128173828,66.76399993896484,67.08999633789062
14,2018-08-17 13:30:00,61.099998474121094,94793000,64.69999694824219,65.35399627685547,60.70600128173828,61.099998474121094
15,2018-08-20 13:30:00,61.6879997253418,87011500,58.34000015258789,61.70000076293945,57.63999938964844,61.6879997253418
16,2018-08-21 13:30:00,64.37999725341797,65861000,62.12200164794922,64.95800018310547,61.79999923706055,64.37999725341797
17,2018-08-22 13:30:00,64.3280029296875,29730000,64.17400360107422,64.7760009765625,62.933998107910156,64.3280029296875
18,2018-08-23 13:30:00,64.0199966430664,25736500,63.827999114990234,65.46399688720703,63.619998931884766,64.0199966430664
19,2018-08-24 13:30:00,64.56400299072266,18013000,64.13999938964844,64.7699966430664,63.880001068115234,64.56400299072266
20,2018-08-27 13:30:00,63.854000091552734,65396500,63.599998474121094,64.48799896240234,61.762001037597656,63.854000091552734
21,2018-08-28 13:30:00,62.37200164794922,38245500,63.68199920654297,63.7760009765625,62.237998962402344,62.37200164794922
22,2018-08-29 13:30:00,61.00199890136719,37237000,62.05400085449219,62.369998931884766,60.737998962402344,61.00199890136719
23,2018-08-30 13:30:00,60.630001068115234,36083500,60.45199966430664,60.91999816894531,59.54399871826172,60.630001068115234
24,2018-08-31 13:30:00,60.332000732421875,26875500,60.400001525878906,61.0620002746582,59.720001220703125,60.332000732421875
25,2018-09-04 13:30:00,57.790000915527344,41752500,59.38800048828125,59.63800048828125,57.599998474121094,57.790000915527344
26,2018-09-05 13:30:00,56.14799880981445,38604000,57.0099983215332,57.35599899291992,55.43600082397461,56.14799880981445
27,2018-09-06 13:30:00,56.189998626708984,37404000,56.959999084472656,58.23400115966797,55.7760009765625,56.189998626708984
28,2018-09-07 13:30:00,52.64799880981445,112459500,52.02000045776367,53.66999816894531,50.45000076293945,52.64799880981445
29,2018-09-10 13:30:00,57.099998474121094,71417500,54.652000427246094,57.20600128173828,54.20000076293945,57.099998474121094
30,2018-09-11 13:30:00,55.88800048828125,45850000,55.89400100708008,56.400001525878906,54.709999084472656,55.88800048828125
31,2018-09-12 13:30:00,58.108001708984375,50077000,56.28799819946289,58.5,55.72999954223633,58.108001708984375
32,2018-09-13 13:30:00,57.891998291015625,31701500,57.604000091552734,59.0,57.0359992980957,57.891998291015625
33,2018-09-14 13:30:00,59.040000915527344,33828000,57.75199890136719,59.465999603271484,57.30400085449219,59.040000915527344
34,2018-09-17 13:30:00,58.96799850463867,34438000,58.007999420166016,60.17399978637695,57.625999450683594,58.96799850463867
35,2018-09-18 13:30:00,56.992000579833984,82737500,59.3380012512207,60.52799987792969,55.099998474121094,56.992000579833984
36,2018-09-19 13:30:00,59.80400085449219,41474500,56.10200119018555,60.0,56.099998474121094,59.80400085449219
37,2018-09-20 13:30:00,59.66600036621094,36747000,60.71200180053711,61.19599914550781,58.66600036621094,59.66600036621094
38,2018-09-21 13:30:00,59.81999969482422,25252500,59.540000915527344,60.11600112915039,59.07400131225586,59.81999969482422
39,2018-09-24 13:30:00,59.93600082397461,24215000,59.69599914550781,60.599998474121094,58.715999603271484,59.93600082397461
40,2018-09-25 13:30:00,60.198001861572266,22408500,60.0,60.91999816894531,59.29999923706055,60.198001861572266
41,2018-09-26 13:30:00,61.91600036621094,39216000,60.38199996948242,62.77799987792969,60.22200012207031,61.91600036621094
42,2018-09-27 13:30:00,61.50400161743164,42545500,62.58000183105469,62.992000579833984,61.38199996948242,61.50400161743164
43,2018-09-28 13:30:00,52.95399856567383,168248500,54.051998138427734,55.599998474121094,52.11199951171875,52.95399856567383
44,2018-10-01 13:30:00,62.13999938964844,108888000,61.15399932861328,62.28799819946289,60.209999084472656,62.13999938964844
45,2018-10-02 13:30:00,60.20399856567383,58717500,62.790000915527344,63.36800003051758,59.83000183105469,60.20399856567383
